InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean,RiskScore,DataQualityRisk,ContractRisk,FinancialRisk
INV11679,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,236128.64,2027-10-25,Melbourne Town Hall venue management,3670,178,178,0,0
INV11680,['ContractNumber'],['Provider'],Cleanaway Waste Management Limited,42439.02,2028-10-02,Waste management services,3556,129,114,15,0
INV11681,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,87663.66,2027-09-12,Open spaces management - region 1,3676,114,114,0,0
INV11682,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,35717.21,2029-11-23,Melbourne Town Hall venue management,3670,163,148,15,0
INV11683,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,150224.06,2026-12-01,Integrated security services, ,154,144,10,0
INV11684,['ContractNumber'],['InvoiceDate'],Menzies International (Aust) Pty Ltd,71875.33,2026-05-29,Building cleaning services,3634,125,120,5,0
INV11685,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,77849.65,2029-01-28,Open spaces management - region 1,3676,119,114,5,0
INV11686,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,194659.72,2029-11-30,Building cleaning services,3634,159,144,15,0
INV11687,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,63983.0,2027-01-18,Graffiti management and pressure cleaning services,3668,120,120,0,0
INV11688,['ContractNumber'],"['Provider', 'ContractTitle']",Victorian YMCA Community Programming Pty Ltd,198567.59,2026-01-18,Management of Active Melbourne recreation facilities,3615,148,148,0,0
INV11689,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Cleanaway Waste Management Limited,172504.68,2027-11-23,Waste management services,3556,193,178,15,0
INV11690,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,8769.85,2027-12-10,Open spaces management - region 2,3677,144,144,0,0
INV11691,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,123508.92,2029-07-13,Civil infrastructure services,3665,129,114,15,0
INV11692,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,219084.36,2026-06-01,Vehicle tow away and impound services, ,188,178,10,0
INV11693,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,141256.82,2027-03-12,Graffiti management and pressure cleaning services,3668,120,120,0,0
INV11694,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,100000.0,2026-08-01,Building cleaning services, ,188,178,10,0
INV11695,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2025-06-26,Parking technology services,3623,185,178,0,7
INV11696,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Programmed Facility Management Pty Ltd,59463.01,2029-01-06,Building maintenance services,3630,227,212,15,0
INV11697,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,100000.0,2027-07-25,Waste management services,3556,193,178,15,0
INV11698,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,42741.85,2028-03-10,Open spaces management - region 1,3676,144,144,0,0
INV11699,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,88460.87,2027-06-18,Melbourne Town Hall venue management,3670,144,144,0,0
INV11700,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,158323.92,2027-01-10,Street cleaning,3669,178,178,0,0
INV11701,['ContractNumber'],['Provider'],Programmed Facility Management Pty Ltd,74827.33,2028-04-19,Building maintenance services,3630,129,114,15,0
INV11702,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,174181.57,2028-12-19,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV11703,['ContractNumber'],[],Programmed Facility Management Pty Ltd,103516.61,2026-04-06,Building maintenance services,3630,94,94,0,0
INV11704,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,0.0,2027-10-20,Vehicle tow away and impound services,3585,200,178,15,7
INV11705,['ContractNumber'],['InvoiceDate'],Showtime Event Group Pty Ltd,173636.84,2026-03-21,Melbourne Town Hall venue management,3670,120,120,0,0
INV11706,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,237522.77,2026-10-16,Building maintenance services,3630,193,178,15,0
INV11707,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,174393.17,2027-12-15,Civil infrastructure services,3665,144,144,0,0
INV11708,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,228768.38,2025-07-18,Parking technology services,3623,178,178,0,0
INV11709,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,145422.48,2029-02-20,Open spaces management - region 2,3677,149,144,5,0
INV11710,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,135402.99,2025-03-29,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV11711,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,200000.0,2026-07-17,Graffiti management and pressure cleaning services, ,188,178,10,0
INV11712,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2025-09-27,Melbourne Town Hall venue management,3670,178,178,0,0
INV11713,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,45493.24,2027-04-22,Vehicle tow away and impound services,3585,193,178,15,0
INV11714,['ContractNumber'],"['Provider', 'InvoiceAmount']",Cleanaway Waste Management Limited,200000.0,2025-01-01,Waste management services,3556,148,148,0,0
INV11715,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,10227.68,2026-07-18,Parking technology services,3623,159,144,15,0
INV11716,['ContractNumber'],['InvoiceDate'],SERCO,208692.98,2028-02-08,Open spaces management - region 2,3677,120,120,0,0
INV11717,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,111986.73,2027-04-12,Integrated security services,3686,148,148,0,0
INV11718,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,200000.0,2025-03-05,Parking technology services,3623,178,178,0,0
INV11719,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,230145.78,2025-04-02,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV11720,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,109894.93,2028-09-14,Street cleaning,3669,178,178,0,0
INV11721,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,100000.0,,Building maintenance services,3630,223,223,0,0
INV11722,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,95330.94,2025-12-31,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV11723,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,100000.0,2029-03-28,Parking technology services,3623,193,178,15,0
INV11724,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2026-10-13,Tree management maintenance services,3678,178,178,0,0
INV11725,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,64672.6,2029-06-04,Tree management maintenance services,3678,193,178,15,0
INV11726,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,55587.97,2028-03-03,Integrated security services,3686,183,178,5,0
INV11727,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,212862.33,2028-07-23,Building maintenance services,3630,159,144,15,0
INV11728,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,60253.03,2026-04-26,Graffiti management and pressure cleaning services,3668,120,120,0,0
INV11729,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,0.0,2026-06-10,Street cleaning,3669,185,178,0,7
INV11730,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Citywide Service Solutions Pty Ltd,200000.0,2029-08-06,Open spaces management - region 1,3676,227,212,15,0
INV11731,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,84272.04,2027-04-03,Parking technology services,3623,193,178,15,0
INV11732,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,100000.0,2026-03-19,Waste management services,3556,183,178,5,0
INV11733,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,115317.84,2028-07-06,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV11734,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2026-10-28,Melbourne Town Hall venue management,3670,178,178,0,0
INV11735,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,200000.0,2029-08-30,Parking technology services,3623,193,178,15,0
INV11736,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,182254.09,2028-01-06,Civil infrastructure services,3665,154,154,0,0
INV11737,['ContractNumber'],['Provider'],Menzies International (Aust) Pty Ltd,180456.75,2028-04-27,Building cleaning services,3634,129,114,15,0
INV11738,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,38893.12,2025-11-10,Building cleaning services,3634,154,154,0,0
INV11739,['ContractNumber'],['InvoiceAmount'],Victorian YMCA Community Programming Pty Ltd,200000.0,2029-12-26,Management of Active Melbourne recreation facilities,3615,139,124,15,0
INV11740,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,0.0,2026-12-12,Melbourne Town Hall venue management,3670,185,178,0,7
INV11741,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,100945.83,2026-05-13,Building maintenance services,3630,178,178,0,0
INV11742,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,221527.81,2029-09-19,Civil infrastructure services,3665,159,144,15,0
INV11743,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,177843.71,2027-12-30,Management of Active Melbourne recreation facilities,3615,159,144,15,0
INV11744,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,142553.58,2029-08-21,Open spaces management - region 1,3676,159,144,15,0
INV11745,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,156786.08,2029-10-03,Vehicle tow away and impound services,3585,159,144,15,0
INV11746,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,44344.02,2025-07-17,Integrated security services,3686,178,178,0,0
INV11747,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,61045.75,2025-02-19,Waste management services,3556,144,144,0,0
INV11748,"['InvoiceAmount', 'ContractNumber']",['Provider'],Victorian YMCA Community Programming Pty Ltd,,2029-11-26,Management of Active Melbourne recreation facilities, ,209,199,10,0
INV11749,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,200000.0,2025-06-22,Open spaces management - region 2,3677,154,154,0,0
INV11750,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,40552.11,2029-06-08,Graffiti management and pressure cleaning services,3668,193,178,15,0
INV11751,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,30993.41,2029-10-12,Building cleaning services,3634,169,154,15,0
INV11752,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,48699.07,2026-02-15,Civil infrastructure services,3665,120,120,0,0
INV11753,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,157978.9,2025-01-09,Building cleaning services,3634,178,178,0,0
INV11754,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,100000.0,2027-08-07,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV11755,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2029-08-02,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV11756,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2028-09-07,Civil infrastructure services,3665,193,178,15,0
INV11757,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,103492.56,2028-05-28,Parking technology services,3623,135,120,15,0
INV11758,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,95866.85,2026-03-15,Civil infrastructure services,3665,114,114,0,0
INV11759,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,162422.36,2029-04-03,Civil infrastructure services,3665,193,178,15,0
INV11760,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,176107.61,2027-12-03,Waste management services,3556,193,178,15,0
INV11761,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,247354.86,2026-05-27,Waste management services,3556,159,144,15,0
INV11762,['ContractNumber'],['InvoiceAmount'],Spotless Facility Services Pty Ltd,189386.63,2025-05-28,Street cleaning,3669,124,124,0,0
INV11763,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,154811.6,2028-05-14,Melbourne Town Hall venue management,3670,178,178,0,0
INV11764,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2029-07-22,Tree management maintenance services,3678,193,178,15,0
INV11765,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,30820.88,2027-01-07,Waste management services,3556,193,178,15,0
INV11766,['ContractNumber'],"['Provider', 'InvoiceAmount']",Cleanaway Waste Management Limited,249137.5,2026-10-11,Waste management services,3556,163,148,15,0
INV11767,['ContractNumber'],['InvoiceAmount'],Menzies International (Aust) Pty Ltd,0.0,2025-02-27,Building cleaning services,3634,131,124,0,7
INV11768,['ContractNumber'],['Provider'],Programmed Facility Management Pty Ltd,54991.91,2026-07-13,Building maintenance services,3630,119,114,5,0
INV11769,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,148738.48,2029-11-29,Open spaces management - region 1,3676,193,178,15,0
INV11770,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,52909.13,2025-12-28,Tree management maintenance services,3678,144,144,0,0
INV11771,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,135213.63,2025-05-13,Building maintenance services,3630,154,154,0,0
INV11772,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,140300.96,2029-01-12,Building maintenance services, ,154,144,10,0
INV11773,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,176957.05,2028-06-12,Waste management services,3556,193,178,15,0
INV11774,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2025-08-10,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV11775,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,114239.83,2025-11-26,Melbourne Town Hall venue management,3670,154,154,0,0
INV11776,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,217671.7,2027-03-01,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV11777,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,77491.34,2029-02-09,Waste management services,3556,159,144,15,0
INV11778,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,224743.91,2029-10-06,Vehicle tow away and impound services,3585,159,144,15,0
INV11779,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,221381.61,2028-07-12,Waste management services,3556,193,178,15,0
INV11780,['ContractNumber'],['InvoiceAmount'],Calcorp Services Pty Ltd,127719.98,2027-06-04,Graffiti management and pressure cleaning services,3668,124,124,0,0
INV11781,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,141600.57,2025-04-25,Civil infrastructure services,3665,178,178,0,0
INV11782,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount']",SERCO,27436.96,,Open spaces management - region 2,3677,223,223,0,0
INV11783,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,80676.03,2025-04-17,Melbourne Town Hall venue management,3670,178,178,0,0
INV11784,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,226991.23,2028-01-23,Waste management services,3556,159,144,15,0
INV11785,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,200000.0,2025-03-17,Melbourne Town Hall venue management,3670,148,148,0,0
INV11786,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,75543.1,2027-05-24,Vehicle tow away and impound services,3585,169,154,15,0
INV11787,['ContractNumber'],['Provider'],Menzies International (Aust) Pty Ltd,112779.11,2027-10-18,Building cleaning services,3634,129,114,15,0
INV11788,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,0.0,2027-02-02,Open spaces management - region 2,3677,155,148,0,7
INV11789,['ContractNumber'],['InvoiceDate'],SERCO,64505.02,2028-04-25,Open spaces management - region 2,3677,120,120,0,0
INV11790,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,98163.82,2027-06-04,Tree management maintenance services,3678,148,148,0,0
INV11791,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,136947.27,2027-03-25,Open spaces management - region 1,3676,178,178,0,0
INV11792,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,32276.14,2026-11-15,Tree management maintenance services,3678,120,120,0,0
INV11793,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,191777.13,2029-03-19,Integrated security services,3686,193,178,15,0
INV11794,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,47991.7,2025-08-24,Open spaces management - region 2,3677,154,154,0,0
INV11795,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,98824.67,2028-02-20,Open spaces management - region 2,3677,144,144,0,0
INV11796,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,1289.04,2027-11-08,Waste management services,3556,159,144,15,0
INV11797,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,199947.92,2026-01-19,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV11798,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2028-01-02,Integrated security services,3686,178,178,0,0
INV11799,['ContractNumber'],['InvoiceDate'],SERCO,249694.94,2029-09-08,Open spaces management - region 2,3677,135,120,15,0
INV11800,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,200000.0,2029-06-10,Open spaces management - region 2,3677,163,148,15,0
INV11801,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,200000.0,2026-05-17,Waste management services,3556,193,178,15,0
INV11802,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,239677.09,2025-01-05,Civil infrastructure services, ,164,154,10,0
INV11803,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,100000.0,2029-03-10,Building maintenance services,3630,193,178,15,0
INV11804,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,25668.67,2028-03-16,Open spaces management - region 1,3676,144,144,0,0
INV11805,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,126169.39,2025-08-28,Waste management services,3556,178,178,0,0
INV11806,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,133197.95,2028-01-15,Open spaces management - region 2,3677,144,144,0,0
INV11807,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,132686.31,2027-10-31,Tree management maintenance services,3678,144,144,0,0
INV11808,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,52596.16,2029-01-30,Waste management services,3556,193,178,15,0
INV11809,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Victorian YMCA Community Programming Pty Ltd,200000.0,2026-07-15,Management of Active Melbourne recreation facilities,3615,212,212,0,0
INV11810,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,52639.22,2029-05-01,Integrated security services,3686,159,144,15,0
INV11811,['ContractNumber'],['Provider'],Nationwide Towing Services,226678.7,2027-12-03,Vehicle tow away and impound services,3585,129,114,15,0
INV11812,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,,2028-10-24,Building cleaning services,3634,244,229,15,0
INV11813,['ContractNumber'],['InvoiceDate'],Showtime Event Group Pty Ltd,73899.1,2026-02-13,Melbourne Town Hall venue management,3670,120,120,0,0
INV11814,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,200000.0,2025-04-24,Waste management services,3556,178,178,0,0
INV11815,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,201999.43,2029-04-10,Building maintenance services,3630,193,178,15,0
INV11816,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,142853.73,2029-02-05,Building maintenance services, ,188,178,10,0
INV11817,['ContractNumber'],"['Provider', 'InvoiceAmount']",Cleanaway Waste Management Limited,162300.09,2028-10-08,Waste management services,3556,163,148,15,0
INV11818,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,111085.79,2028-04-28,Waste management services,3556,159,144,15,0
INV11819,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",National Protective Services Pty Ltd,183278.54,2026-12-09,Integrated security services,3686,212,212,0,0
INV11820,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,18649.41,2029-09-08,Vehicle tow away and impound services,3585,159,144,15,0
INV11821,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,209931.64,2028-06-25,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV11822,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2028-04-02,Integrated security services,3686,159,154,5,0
INV11823,['ContractNumber'],"['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,15355.86,2027-04-29,Building maintenance services,3630,163,148,15,0
INV11824,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,178449.1,2028-08-18,Melbourne Town Hall venue management,3670,178,178,0,0
INV11825,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2027-08-29,Vehicle tow away and impound services,3585,193,178,15,0
INV11826,['ContractNumber'],"['Provider', 'InvoiceAmount', 'ContractTitle']",Citywide Service Solutions Pty Ltd,190077.23,2027-02-24,Open spaces management - region 1,3676,182,182,0,0
INV11827,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,7508.69,2027-12-25,Open spaces management - region 1,3676,114,114,0,0
INV11828,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2028-04-28,Civil infrastructure services,3665,166,154,5,7
INV11829,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,35230.77,2028-10-04,Civil infrastructure services,3665,193,178,15,0
INV11830,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,8986.82,2026-08-03,Integrated security services,3686,144,144,0,0
INV11831,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2027-10-26,Street cleaning,3669,178,178,0,0
INV11832,['ContractNumber'],['Provider'],Victorian YMCA Community Programming Pty Ltd,110738.42,2028-02-14,Management of Active Melbourne recreation facilities,3615,129,114,15,0
INV11833,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,42454.83,2029-08-12,Waste management services,3556,159,144,15,0
INV11834,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,122266.77,2029-06-27,Building cleaning services,3634,169,154,15,0
INV11835,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,200000.0,2029-11-13,Open spaces management - region 2,3677,193,178,15,0
INV11836,['ContractNumber'],['InvoiceAmount'],Programmed Facility Management Pty Ltd,198502.42,2027-05-13,Building maintenance services,3630,139,124,15,0
INV11837,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,148742.23,2029-08-29,Melbourne Town Hall venue management, ,154,144,10,0
INV11838,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,54009.3,2025-05-24,Building maintenance services,3630,178,178,0,0
INV11839,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,118740.19,2027-09-09,Building cleaning services,3634,193,178,15,0
INV11840,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,168046.09,2026-10-06,Graffiti management and pressure cleaning services,3668,154,154,0,0
INV11841,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,,2027-09-23,Graffiti management and pressure cleaning services,3668,229,229,0,0
INV11842,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,38685.41,2028-05-24,Graffiti management and pressure cleaning services, ,188,178,10,0
