ds,ForecastSpend,yhat_lower,yhat_upper,Provider_Clean,ContractTitle_Clean,ContractNumber_Clean
2025-01-01,13025467.986903854,10572548.93802961,15479877.468405876,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-02-01,14423270.0364888,12125717.659083527,17022917.72726796,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-03-01,15782233.034928601,13435066.227253929,18149765.490795095,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-04-01,14998539.963884998,12536439.026018057,17501399.802577633,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-05-01,16003263.870382372,13568227.51063353,18482407.703546222,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-06-01,15128756.986109689,12722907.275097873,17542540.782766227,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-07-01,15476204.319796914,13071636.849501684,17877503.769244038,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-08-01,15111560.738287605,12919149.627971238,17676354.20362324,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-09-01,14744105.470560271,12420375.72156246,17226388.655358035,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-10-01,16136684.003336638,13605033.338034397,18518223.068939094,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-11-01,14830054.766601644,12358049.287370013,17356703.647585362,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-12-01,14316321.08083487,11900201.289098572,16597690.381253308,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-01-01,12659130.027174596,10188080.921757448,15038808.260107424,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-02-01,13848365.081788054,11460921.209036909,16196279.314251391,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-03-01,14827132.887520961,12314263.358840939,17250893.015061237,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-04-01,14436724.391316922,12046168.177079065,16870494.136936527,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-05-01,16701075.960615728,14369382.605263224,19021646.758885358,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-06-01,14572265.884101234,12180149.778488947,16934969.372970104,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-07-01,14337285.509110818,12058600.518457275,16709835.40993849,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-08-01,15135047.494369077,12737287.671644606,17418075.444432024,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-09-01,13747154.287316239,11304462.350200687,16024155.279153218,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-10-01,15794168.198641032,13436100.739602448,18194547.704897616,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-11-01,14743950.493536092,12106580.62313712,16996084.05529365,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2026-12-01,14028703.067008212,11555101.173141517,16580414.928592594,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-01-01,12283992.293981206,9822549.72529757,14766847.665225457,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-02-01,13263661.09528931,10785356.558989553,15871390.862425972,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-03-01,13879040.678818107,11599165.873343347,16487067.847122557,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-04-01,13898966.330662688,11543846.601198746,16269723.32313104,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-05-01,17396219.210881755,15055635.175244216,19771642.577763397,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-06-01,13991780.104400536,11548681.787364732,16451073.32176291,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-07-01,13199809.608923484,10551552.169777127,15511570.95756745,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-08-01,15160228.514411854,12821335.752304751,17605276.079556245,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-09-01,12750746.380692407,10374981.808800826,15224318.994295448,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-10-01,15464290.59313292,13010524.582809223,17749873.89479033,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-11-01,14661044.50049382,12163783.307723507,16879696.344635036,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2027-12-01,13734386.504327502,11399651.190864986,16141884.513751222,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-01-01,11899837.743904449,9411031.383244244,14374482.310943129,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-02-01,12669233.745755002,10221301.364999458,14998878.257787436,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-03-01,14988287.485166596,12585207.727037022,17330604.38817286,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-04-01,13828984.927058637,11500346.459401552,16224359.828365497,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-05-01,13548556.996954242,11251956.966002954,15977227.504366387,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-06-01,13905683.044387158,11383742.561664557,16415608.960133795,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-07-01,14860150.555718916,12366602.412957944,17277083.608359158,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-08-01,13334162.302937193,10988671.495407326,15716720.198321812,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-09-01,13985243.349595262,11539098.921511233,16428136.158004655,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-10-01,14736068.234962683,12244735.137387084,17127974.2512812,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-11-01,13163940.69302828,10821567.458787732,15629428.710526938,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2028-12-01,12841597.348345742,10415243.987171385,15192820.64131066,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-01-01,11269342.03431332,8667531.087249402,13710786.590735108,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-02-01,12667066.90313368,10340071.98478843,15161025.58707121,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-03-01,14025960.189925374,11633160.010047665,16362552.745642638,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-04-01,13242189.938114522,10836679.605447518,15906494.648308923,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-05-01,14246839.153556904,11989326.910428138,16654034.736629453,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-06-01,13372255.08860841,10896449.163408706,15828025.450348452,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-07-01,13719627.73132626,11350256.173464544,16302954.7816758,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-08-01,13354906.969180234,10901409.2710535,15728238.708513921,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-09-01,12987374.520826727,10569418.88975378,15531431.093481418,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-10-01,14379878.362565164,11844490.75011961,16922661.179008957,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-11-01,13073171.94520599,10782976.25526773,15389195.104750443,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2029-12-01,12559363.568508144,10162553.807287544,15072400.685936047,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-01-01,10902095.33433466,8371637.482886553,13207771.581164252,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-02-01,12091253.208436748,9534699.0407235,14508334.080016823,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-03-01,13069951.302722227,10914766.869026035,15516947.955519427,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-04-01,12679465.625996718,10373000.069111014,15132933.874654276,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-05-01,14943742.50444362,12418142.62731913,17424875.546393313,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-06-01,12814855.247390954,10434541.342365732,15104777.308496486,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-07-01,12579800.181592112,10135230.887233317,14885685.280985657,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-08-01,13377484.986363083,10911452.940733308,15705978.658366036,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-09-01,11989514.59893762,9583372.537556376,14418642.03132052,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-10-01,14036453.819586406,11703903.162887279,16527946.668014552,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-11-01,12986158.934067477,10612514.355325883,15398512.91373174,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2030-12-01,12270836.816820184,10046300.511009598,14536768.444351656,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2031-01-01,10526048.863535065,8114169.284673179,12959008.397249768,Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678
2025-01-01,15323381.51388552,14103808.117698282,16754103.025597027,Cleanaway Waste Management Limited,Waste management services,3556
2025-02-01,13781684.613817086,12429572.696292765,15087385.877486564,Cleanaway Waste Management Limited,Waste management services,3556
2025-03-01,14437001.44103224,13133471.861332288,15799764.4371233,Cleanaway Waste Management Limited,Waste management services,3556
2025-04-01,14470483.99099518,13237514.921191461,15824678.118895223,Cleanaway Waste Management Limited,Waste management services,3556
2025-05-01,15236186.054478241,13818691.794850264,16607203.634425588,Cleanaway Waste Management Limited,Waste management services,3556
2025-06-01,13460189.399755798,12040989.659694752,14812123.402262488,Cleanaway Waste Management Limited,Waste management services,3556
2025-07-01,14348101.082581863,12983089.589218844,15785990.36439968,Cleanaway Waste Management Limited,Waste management services,3556
2025-08-01,15261296.742521372,13897116.701550134,16645176.950439364,Cleanaway Waste Management Limited,Waste management services,3556
2025-09-01,15099557.03051744,13657595.322115395,16408683.84211412,Cleanaway Waste Management Limited,Waste management services,3556
2025-10-01,14473427.356462922,13176057.362915006,15870783.609375825,Cleanaway Waste Management Limited,Waste management services,3556
2025-11-01,14608417.558114398,13225442.316787582,16068737.381914368,Cleanaway Waste Management Limited,Waste management services,3556
2025-12-01,13664702.828234237,12309712.56162936,14994059.079266913,Cleanaway Waste Management Limited,Waste management services,3556
2026-01-01,14935054.716978628,13667008.453590369,16174877.446210282,Cleanaway Waste Management Limited,Waste management services,3556
2026-02-01,13048533.74113363,11609332.501646427,14294558.773223704,Cleanaway Waste Management Limited,Waste management services,3556
2026-03-01,14505677.673020435,13134986.808588518,15961503.922048545,Cleanaway Waste Management Limited,Waste management services,3556
2026-04-01,14393687.278887164,12972752.4052244,15805023.122679979,Cleanaway Waste Management Limited,Waste management services,3556
2026-05-01,14852453.700699102,13579281.430289915,16196609.186267914,Cleanaway Waste Management Limited,Waste management services,3556
2026-06-01,14162174.187741147,12822390.782426806,15554987.398095934,Cleanaway Waste Management Limited,Waste management services,3556
2026-07-01,14515019.853795383,13077526.08226955,15882172.791903978,Cleanaway Waste Management Limited,Waste management services,3556
2026-08-01,14460353.111835966,13088133.67687955,15798771.823851325,Cleanaway Waste Management Limited,Waste management services,3556
2026-09-01,14661112.820662657,13372503.554485384,15954591.19171715,Cleanaway Waste Management Limited,Waste management services,3556
2026-10-01,14027569.617244046,12702771.793574715,15444100.44176569,Cleanaway Waste Management Limited,Waste management services,3556
2026-11-01,15132548.00999018,13813005.712012535,16429002.63430556,Cleanaway Waste Management Limited,Waste management services,3556
2026-12-01,14300391.60011908,12902603.148824854,15658334.201416109,Cleanaway Waste Management Limited,Waste management services,3556
2027-01-01,14522364.916344464,13225094.5825985,15853252.451060034,Cleanaway Waste Management Limited,Waste management services,3556
2027-02-01,12314442.705103653,10951603.528613543,13600065.825430293,Cleanaway Waste Management Limited,Waste management services,3556
2027-03-01,14582967.165344471,13293506.321258774,16029270.700669706,Cleanaway Waste Management Limited,Waste management services,3556
2027-04-01,14317588.860991508,12946014.903063538,15703076.19635472,Cleanaway Waste Management Limited,Waste management services,3556
2027-05-01,14479479.21762588,13097759.725002933,15906750.912837472,Cleanaway Waste Management Limited,Waste management services,3556
2027-06-01,14867304.259448146,13496317.534952536,16258516.798685353,Cleanaway Waste Management Limited,Waste management services,3556
2027-07-01,14657214.672966693,13198313.94987148,16043957.986213647,Cleanaway Waste Management Limited,Waste management services,3556
2027-08-01,13644921.101337029,12249735.33790099,14969760.22026728,Cleanaway Waste Management Limited,Waste management services,3556
2027-09-01,14227576.8151598,12789078.156828213,15625261.080904106,Cleanaway Waste Management Limited,Waste management services,3556
2027-10-01,13601266.428209262,12102642.604143674,14873318.927171875,Cleanaway Waste Management Limited,Waste management services,3556
2027-11-01,15671783.77504242,14299044.82463379,17023426.792787407,Cleanaway Waste Management Limited,Waste management services,3556
2027-12-01,14919086.37540621,13586823.50287618,16268923.320730824,Cleanaway Waste Management Limited,Waste management services,3556
2028-01-01,14084842.898573527,12711326.085580798,15325012.991761405,Cleanaway Waste Management Limited,Waste management services,3556
2028-02-01,11579617.055166744,10213453.613604987,12965683.17404378,Cleanaway Waste Management Limited,Waste management services,3556
2028-03-01,13969023.835940802,12555284.990290686,15309272.34308874,Cleanaway Waste Management Limited,Waste management services,3556
2028-04-01,14139900.369409336,12702703.185196245,15476486.283160498,Cleanaway Waste Management Limited,Waste management services,3556
2028-05-01,15222425.37472079,13908302.929354642,16739789.995033508,Cleanaway Waste Management Limited,Waste management services,3556
2028-06-01,12353999.225239031,10918038.704556974,13671335.99600227,Cleanaway Waste Management Limited,Waste management services,3556
2028-07-01,13748160.299509896,12383544.20721203,15044166.37443707,Cleanaway Waste Management Limited,Waste management services,3556
2028-08-01,15637975.094849862,14205144.081991931,17050529.487840667,Cleanaway Waste Management Limited,Waste management services,3556
2028-09-01,15132961.03610996,13607992.026196491,16521869.687980464,Cleanaway Waste Management Limited,Waste management services,3556
2028-10-01,14529089.852876395,13110390.28103516,15866014.53621549,Cleanaway Waste Management Limited,Waste management services,3556
2028-11-01,13690512.23124719,12319546.276392683,15004832.120079504,Cleanaway Waste Management Limited,Waste management services,3556
2028-12-01,12602955.963812783,11271480.262789747,13961038.033883207,Cleanaway Waste Management Limited,Waste management services,3556
2029-01-01,14912197.12383104,13512259.72688836,16246623.898992456,Cleanaway Waste Management Limited,Waste management services,3556
2029-02-01,13370249.313913565,12017603.524935998,14708770.83673607,Cleanaway Waste Management Limited,Waste management services,3556
2029-03-01,14025339.512873217,12729210.146586137,15461132.407624373,Cleanaway Waste Management Limited,Waste management services,3556
2029-04-01,14058571.15315751,12713758.280018413,15520039.798974875,Cleanaway Waste Management Limited,Waste management services,3556
2029-05-01,14824030.400822813,13386496.70257776,16236318.936420541,Cleanaway Waste Management Limited,Waste management services,3556
2029-06-01,13047782.8365591,11630511.208363544,14403029.041167755,Cleanaway Waste Management Limited,Waste management services,3556
2029-07-01,13935451.703689547,12578097.017776845,15405140.753192428,Cleanaway Waste Management Limited,Waste management services,3556
2029-08-01,14848396.454239786,13563618.139917152,16157170.977956085,Cleanaway Waste Management Limited,Waste management services,3556
2029-09-01,14686405.832848947,13375156.023613978,16051652.060799927,Cleanaway Waste Management Limited,Waste management services,3556
2029-10-01,14060033.343266707,12624690.616280166,15434371.407778408,Cleanaway Waste Management Limited,Waste management services,3556
2029-11-01,14194772.63579243,12726079.912269522,15551478.038133211,Cleanaway Waste Management Limited,Waste management services,3556
2029-12-01,13250815.090606399,11885234.565824687,14564510.849044455,Cleanaway Waste Management Limited,Waste management services,3556
2030-01-01,14520916.070484387,13093530.04787535,15842958.594109057,Cleanaway Waste Management Limited,Waste management services,3556
2030-02-01,12634144.185754398,11305658.459625784,13948512.8178339,Cleanaway Waste Management Limited,Waste management services,3556
2030-03-01,14091061.490366323,12730121.277247963,15560303.535347382,Cleanaway Waste Management Limited,Waste management services,3556
2030-04-01,13978820.187461706,12620849.840346335,15305747.635482932,Cleanaway Waste Management Limited,Waste management services,3556
2030-05-01,14437345.034494722,13055136.634036476,15788508.74311341,Cleanaway Waste Management Limited,Waste management services,3556
2030-06-01,13746815.894275064,12369804.033514792,15043470.817714984,Cleanaway Waste Management Limited,Waste management services,3556
2030-07-01,14099479.791933391,12851927.681804879,15495737.277089879,Cleanaway Waste Management Limited,Waste management services,3556
2030-08-01,14044625.222630754,12687707.312947392,15372896.400283372,Cleanaway Waste Management Limited,Waste management services,3556
2030-09-01,14245197.104257429,12910283.019155756,15646368.717919879,Cleanaway Waste Management Limited,Waste management services,3556
2030-10-01,13611472.13256723,12305851.490837192,14875809.538657404,Cleanaway Waste Management Limited,Waste management services,3556
2030-11-01,14716283.517544769,13323948.3043523,16131838.372201774,Cleanaway Waste Management Limited,Waste management services,3556
2030-12-01,13883965.487252837,12444470.198294256,15224917.306157054,Cleanaway Waste Management Limited,Waste management services,3556
2025-01-01,12588422.856318822,9951278.015111296,15095976.167061314,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-02-01,14146194.029257534,11585838.916387586,16679163.913140416,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-03-01,15004925.339421997,12309454.041674647,17710667.485557217,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-04-01,14508227.284392653,11930888.206614474,17188857.11942436,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-05-01,15769918.74932007,13113984.392051104,18483235.013596665,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-06-01,14822291.59837918,12215942.205767512,17388867.84475072,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-07-01,15277181.66888621,12817432.860245503,17662911.157313455,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-08-01,15521483.88441515,13209165.280813083,18045170.706892867,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-09-01,13924957.951401792,11298556.494999288,16448874.2228953,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-10-01,16435456.294170633,13903869.13889951,18967130.283394203,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-11-01,14179728.475202547,11519464.532447381,16747030.060833106,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-12-01,14224506.661437446,11700380.36315453,16582053.185719999,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-01-01,13236335.01619166,10653885.753237542,15730335.573609585,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-02-01,14053717.259064065,11392169.525640974,16453824.564347321,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-03-01,13849040.805200692,11443687.345262583,16145540.98212543,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-04-01,14370085.648279522,11814450.71869955,16902899.29677997,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-05-01,14944925.929049598,12398811.875927776,17447132.648486212,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-06-01,15395600.591399442,12971708.981186736,18021470.28858666,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-07-01,14277160.577111049,11662484.997362155,16720219.746489208,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-08-01,14920682.351210475,12294566.999178322,17397820.84823442,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-09-01,14302269.122081425,11732316.90544051,16752092.726689946,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-10-01,15499038.1556889,12852067.527375132,18148875.598869447,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-11-01,14014997.137924772,11572715.692801377,16622468.278621193,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2026-12-01,12949837.173338907,10338783.900516087,15372794.837515857,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-01-01,13898294.640794907,11276733.458670702,16317151.443010911,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-02-01,13941857.09228153,11439114.347280383,16261390.845631087,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-03-01,12691494.428983467,10104989.492712544,15239605.87590138,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-04-01,14238619.390342908,11681501.179012401,16774274.214099301,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-05-01,14130648.009310674,11557036.812210457,17053150.799096722,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-06-01,15967051.26138178,13263558.427853825,18326477.92022393,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-07-01,13266141.095258823,10652842.530159706,15853250.919124106,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-08-01,14332763.011905985,11707075.167874273,16845221.17372533,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-09-01,14676974.297593191,12075911.438931882,17276749.490764145,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-10-01,14553661.437193777,11934557.863338262,17094489.122955423,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-11-01,13847712.08371034,11292597.01251786,16438094.19085725,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2027-12-01,11690238.346734041,8961218.132922776,14230485.475833455,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-01-01,14573235.837057944,12035999.519711286,17201258.04165259,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-02-01,13810138.609490188,11149126.860868357,16367000.847311048,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-03-01,14600319.385939319,12190580.384989498,17044898.38804163,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-04-01,13094996.489713684,10710098.331579434,15678199.314488001,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-05-01,15047432.328895127,12645657.757573245,17584956.606289987,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-06-01,12689976.167851854,10247520.664603252,15294347.891369093,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-07-01,14707695.024071708,12181904.35055051,17395050.581449065,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-08-01,14576972.468343357,11904372.99064863,17165162.28112328,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-09-01,11987729.612020554,9295486.915998658,14418075.697411079,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-10-01,15804493.955728453,13190093.992642464,18280650.892934024,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-11-01,12783762.413834842,10038396.39612355,15356924.94742543,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2028-12-01,13955545.442129428,11370532.82834666,16418890.661241492,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-01-01,11030396.71840597,8486774.75642329,13357388.043246528,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-02-01,12588160.813397583,10100505.277783815,15208517.863695953,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-03-01,13446885.730590124,10954929.666592171,15879887.796502823,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-04-01,12950180.597619316,10512029.45648582,15657403.215399161,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-05-01,14211865.212934293,11631197.598944662,16564065.911376838,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-06-01,13264230.984082125,10821590.460707221,15780211.680438196,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-07-01,13719114.204986902,11343291.821841089,16279994.568687052,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-08-01,13963409.342573315,11394373.16858587,16533019.056395529,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-09-01,12366876.331605554,9903765.65121702,14967262.613771686,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-10-01,14877367.8247415,12270741.635186573,17435331.815512106,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-11-01,12621632.927829677,10158691.955214903,15200142.809178738,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2029-12-01,12666404.26445723,10128364.067427645,15220674.37141117,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-01-01,11678225.54127547,9016390.80398504,14291192.830392586,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-02-01,12495600.706239965,9790131.195021907,14913381.522093538,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-03-01,12290917.859404717,9787388.785088576,14787535.487531591,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-04-01,12811955.62456371,10322588.079953022,15504780.85655789,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-05-01,13386789.055711266,10919198.395363532,15772754.234167753,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-06-01,13837456.6401132,11420386.606289709,16285999.736206291,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-07-01,12719009.776209654,10056485.57231217,15357859.020896377,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-08-01,13362524.472366322,10638474.999113616,15777837.701864121,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-09-01,12744104.165303702,10257167.71477795,15205044.615783157,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-10-01,13940866.349292178,11425917.43522609,16458894.087901201,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-11-01,12456818.253605213,9852028.595646318,15070437.341534853,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2030-12-01,11391651.439400736,8940676.174009422,13575482.434078658,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2031-01-01,12340101.828902015,9886946.16716285,15057632.44250854,Menzies International (Aust) Pty Ltd,Building cleaning services,3634
2025-01-01,12183021.185017185,9885668.081050152,14849358.626285575,National Protective Services Pty Ltd,Integrated security services,3686
2025-02-01,13679975.760949343,11065790.975727737,16130000.394013993,National Protective Services Pty Ltd,Integrated security services,3686
2025-03-01,14715088.379125543,12383762.241410382,17181531.819079638,National Protective Services Pty Ltd,Integrated security services,3686
2025-04-01,14085981.428447912,11628517.702660363,16545660.88692725,National Protective Services Pty Ltd,Integrated security services,3686
2025-05-01,14917047.473781427,12493424.236179676,17476033.38350042,National Protective Services Pty Ltd,Integrated security services,3686
2025-06-01,13760920.499533212,11357053.6926154,16121189.805159707,National Protective Services Pty Ltd,Integrated security services,3686
2025-07-01,14210034.229295071,12010846.321069498,16639912.293101203,National Protective Services Pty Ltd,Integrated security services,3686
2025-08-01,13719912.064447377,11319794.007212296,16065514.810402334,National Protective Services Pty Ltd,Integrated security services,3686
2025-09-01,15572987.57452766,13128440.275101688,17766050.43924781,National Protective Services Pty Ltd,Integrated security services,3686
2025-10-01,14634669.106095735,12101787.340082794,17139271.59622684,National Protective Services Pty Ltd,Integrated security services,3686
2025-11-01,14053864.561971327,11690994.287194192,16405215.643042728,National Protective Services Pty Ltd,Integrated security services,3686
2025-12-01,15626716.728523923,13294919.081203016,18139563.275538888,National Protective Services Pty Ltd,Integrated security services,3686
2026-01-01,12419881.508253768,10075621.23470418,14952879.79912419,National Protective Services Pty Ltd,Integrated security services,3686
2026-02-01,13554193.095799033,11126426.520877684,16081772.04839333,National Protective Services Pty Ltd,Integrated security services,3686
2026-03-01,14014065.756526686,11517652.196074316,16581906.512963837,National Protective Services Pty Ltd,Integrated security services,3686
2026-04-01,13557556.423087899,11044836.439261844,15860321.359700032,National Protective Services Pty Ltd,Integrated security services,3686
2026-05-01,14711638.582749903,12414165.766861258,17280839.160393406,National Protective Services Pty Ltd,Integrated security services,3686
2026-06-01,14032002.268769735,11417009.859881764,16236207.434703708,National Protective Services Pty Ltd,Integrated security services,3686
2026-07-01,14047257.85726486,11607439.994446002,16447900.208639625,National Protective Services Pty Ltd,Integrated security services,3686
