Provider_Clean,ContractTitle_Clean,ContractNumber_Clean,ds,ForecastSpend,yhat_lower,yhat_upper
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-01-01,29882439.83628388,24758771.8350207,35170964.20131403
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-02-01,32827154.758301403,27805905.71947033,38126382.4790308
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-03-01,35996522.38470982,30767166.482823864,41493708.13026409
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-04-01,35817086.831185825,30730470.671825685,40940494.71275766
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-05-01,37035568.01244679,31914329.316896904,42515916.834262334
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-06-01,36506828.86252903,31165114.07338253,41738329.2544925
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-07-01,34804451.31817717,29581403.31295687,40440947.996349454
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-08-01,35998824.23467827,31110778.6954154,41480456.81072836
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-09-01,34479550.28170761,29692356.678525485,39625114.38843649
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-10-01,37293397.51860946,32230483.42731801,42767164.96278318
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-11-01,33958572.92171236,28670255.73202463,39071729.04516346
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2025-12-01,37260501.416977406,32425425.247497465,42499976.97033519
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-01-01,29839939.32951394,24081511.77369016,34995247.85514583
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-02-01,32215237.28539395,27218516.90056425,37360601.45981225
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-03-01,34720791.28252939,29420812.41066585,40019194.443436034
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-04-01,33420806.297302406,28101198.56356445,38738479.84893385
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-05-01,37782089.61433025,32580027.06326743,43257936.32899418
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-06-01,35032248.19931812,30060447.02597174,40059798.44167239
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-07-01,34015345.723120496,28458362.550463445,39270203.456419066
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-08-01,35893354.042687416,31052315.63433736,40994195.311651655
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-09-01,32879149.180439204,27530871.36845979,38083568.55531971
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-10-01,35798232.45517062,30941377.04401946,41056526.37483991
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-11-01,33583610.29152938,28001161.824198958,38796158.94137535
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2026-12-01,35853728.44724831,30605806.354763404,41026229.77002905
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-01-01,29806544.946478862,24377272.055050258,35184013.443322085
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-02-01,31585424.00440174,26098358.07392734,37249227.72571983
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-03-01,33425732.618396573,28238367.88844152,38542483.22148416
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-04-01,31049619.352226008,25890020.186624937,36609000.35926397
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-05-01,38542138.525804855,33059384.29773696,43708695.13310191
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-06-01,33545838.600040045,28346431.924768284,38931041.65932995
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-07-01,33235841.46680916,27665581.012128636,38408171.52406542
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-08-01,35772580.18693015,30427170.556170125,41151959.140112914
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-09-01,31260630.892758235,26051387.76702275,36485269.74978939
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-10-01,34316286.008192375,28886622.74282397,39305584.38048251
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-11-01,33218166.50759133,27701836.76518213,38253862.07766041
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2027-12-01,34454937.39294656,29515653.28235912,39972792.87314223
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-01-01,29781266.514629327,24800124.66088377,35001874.49042896
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-02-01,30937149.607906163,25696430.31899339,36632854.58556382
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-03-01,33604220.87487471,28175904.357928287,38805076.90671611
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-04-01,34589105.83682054,29060125.446883168,39734220.06381044
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-05-01,32656067.763444945,27497831.918571696,38085650.884073086
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-06-01,34321484.2329375,29010240.546895243,39272884.88049244
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-07-01,31955466.529377405,26594833.18831465,36989658.94178143
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-08-01,32441761.505353905,27022469.46099988,37741880.55152219
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-09-01,32413084.613680582,27227384.27111185,37787668.06373712
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-10-01,35153001.88539793,29911943.647761244,40389527.81529578
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-11-01,30695320.002150115,25116511.653460152,35671822.82213584
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2028-12-01,35027018.9790801,29805662.224630237,39868897.2868789
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-01-01,26234356.912527096,21087447.47991101,31451035.13484465
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-02-01,29179051.247225814,24132188.316800512,34477242.43411438
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-03-01,32348400.27865064,27501399.18845247,37543074.98168275
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-04-01,32168944.13789816,27009269.67358132,37174372.32442042
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-05-01,33387405.39602834,27924293.493297,38777881.17149873
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-06-01,32858645.658997457,27753105.469375703,37961118.17801641
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-07-01,31156248.1916401,25788861.54097225,35917532.884422846
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-08-01,32350600.52103012,27408558.40584795,37912993.92969456
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-09-01,30831305.98096009,25952965.40611444,36046887.63245271
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-10-01,33645133.294800594,28738033.435724787,38648239.78001014
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-11-01,30310288.110826515,25218817.42389464,35372001.78549399
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2029-12-01,33612196.683122285,28400532.9104874,38812451.90066635
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-01-01,26191614.00868985,21165250.62604081,31305243.698530536
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-02-01,28566891.377625525,23384216.77164681,33806730.13366288
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-03-01,31072426.780201197,26122048.77097921,36324795.85000419
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-04-01,29772421.20814783,24466742.54795901,34737875.78207993
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-05-01,34133684.60245456,29146963.205498774,39105297.46658008
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-06-01,31383822.600629795,26024755.555123538,36726594.53352107
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-07-01,30366900.201713078,25175888.545106355,35494050.60518892
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-08-01,32244887.93447183,26663448.62263731,37606314.21435462
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-09-01,29230662.485568263,24240780.675129864,34822891.628583424
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-10-01,32149725.837730527,26928619.93992593,37406494.51673222
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-11-01,29935083.087538306,24955875.158727963,35395801.005215995
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2030-12-01,32205181.32079452,26685949.076431777,37196979.54947929
Citywide Service Solutions Pty Ltd,Tree management maintenance services,3678,2031-01-01,26157977.23344004,20845445.617050465,31393045.32443524
Cleanaway Waste Management Limited,Waste management services,3556,2025-01-01,28621211.93802789,23037989.2268954,34117199.480496705
Cleanaway Waste Management Limited,Waste management services,3556,2025-02-01,33792942.13838279,28329932.530510988,39062200.8371071
Cleanaway Waste Management Limited,Waste management services,3556,2025-03-01,35523938.9651116,30116940.65245198,41206052.90260764
Cleanaway Waste Management Limited,Waste management services,3556,2025-04-01,35325242.22484806,29820688.778329734,40605784.43736933
Cleanaway Waste Management Limited,Waste management services,3556,2025-05-01,35979732.89457978,30593416.49461338,41343857.55593677
Cleanaway Waste Management Limited,Waste management services,3556,2025-06-01,34476060.250146605,28912153.48042251,39861356.33786715
Cleanaway Waste Management Limited,Waste management services,3556,2025-07-01,35129521.80673493,30044231.860314395,40670032.3086351
Cleanaway Waste Management Limited,Waste management services,3556,2025-08-01,36613280.22673017,31518297.00623652,42032742.64345602
Cleanaway Waste Management Limited,Waste management services,3556,2025-09-01,37902822.1307805,32702997.114215363,43247208.90695834
Cleanaway Waste Management Limited,Waste management services,3556,2025-10-01,36267603.412588514,30405560.99636221,41452332.70883735
Cleanaway Waste Management Limited,Waste management services,3556,2025-11-01,34348163.49148983,28675561.821282875,39865842.555714
Cleanaway Waste Management Limited,Waste management services,3556,2025-12-01,34394804.74249902,29165490.30288652,39785257.630027786
Cleanaway Waste Management Limited,Waste management services,3556,2026-01-01,28623613.130725622,23133425.900185697,34277580.31492938
Cleanaway Waste Management Limited,Waste management services,3556,2026-02-01,32510750.732268844,26590813.61978033,38292714.15234967
Cleanaway Waste Management Limited,Waste management services,3556,2026-03-01,34527106.8544169,28597192.01138602,39824355.40955706
Cleanaway Waste Management Limited,Waste management services,3556,2026-04-01,34327664.88676634,28746332.40882501,39619774.4153615
Cleanaway Waste Management Limited,Waste management services,3556,2026-05-01,35649360.428848505,30058100.59354227,40894788.10114326
Cleanaway Waste Management Limited,Waste management services,3556,2026-06-01,33795976.715755545,28100250.51642641,39180953.037420206
Cleanaway Waste Management Limited,Waste management services,3556,2026-07-01,35181347.21423553,29575764.581433628,40668742.53859308
Cleanaway Waste Management Limited,Waste management services,3556,2026-08-01,35650149.60042985,30102112.41546814,41329921.77952122
Cleanaway Waste Management Limited,Waste management services,3556,2026-09-01,36992121.44218078,31811050.152774405,42597043.50899859
Cleanaway Waste Management Limited,Waste management services,3556,2026-10-01,34154729.987645656,28838694.19755157,39454205.00839341
Cleanaway Waste Management Limited,Waste management services,3556,2026-11-01,34809626.19509639,29452403.153672174,40039411.875576295
Cleanaway Waste Management Limited,Waste management services,3556,2026-12-01,33869627.39359867,28352137.921179853,38966559.80463386
Cleanaway Waste Management Limited,Waste management services,3556,2027-01-01,28610610.08055588,23122286.511076767,34249744.32596848
Cleanaway Waste Management Limited,Waste management services,3556,2027-02-01,31209354.365188014,26187564.528198168,36772627.84763432
Cleanaway Waste Management Limited,Waste management services,3556,2027-03-01,33534799.82430998,28070556.817157235,38926834.02925217
Cleanaway Waste Management Limited,Waste management services,3556,2027-04-01,33343970.36274674,27929026.414271463,38747230.68719883
Cleanaway Waste Management Limited,Waste management services,3556,2027-05-01,35328763.3295976,29753764.72758553,41198459.037805535
Cleanaway Waste Management Limited,Waste management services,3556,2027-06-01,33122144.986427955,27516626.584635973,38180682.50706459
Cleanaway Waste Management Limited,Waste management services,3556,2027-07-01,35222721.90576615,29651078.13467784,40559126.46320769
Cleanaway Waste Management Limited,Waste management services,3556,2027-08-01,34665760.794994764,28931007.013737734,39292101.96770501
Cleanaway Waste Management Limited,Waste management services,3556,2027-09-01,36065308.11720407,30538533.231480625,41447259.47134469
Cleanaway Waste Management Limited,Waste management services,3556,2027-10-01,32066365.643528786,26747526.39358363,37503549.96663388
Cleanaway Waste Management Limited,Waste management services,3556,2027-11-01,35298668.92310007,29519510.4687736,40415266.75480063
Cleanaway Waste Management Limited,Waste management services,3556,2027-12-01,33339282.605623424,28122123.793139827,38637551.53069032
Cleanaway Waste Management Limited,Waste management services,3556,2028-01-01,28581373.85607203,23287083.54084792,34284663.88030653
Cleanaway Waste Management Limited,Waste management services,3556,2028-02-01,29889189.754109867,24583665.06013417,35448928.57619037
Cleanaway Waste Management Limited,Waste management services,3556,2028-03-01,33703169.38371593,27761168.68589148,39278315.394112445
Cleanaway Waste Management Limited,Waste management services,3556,2028-04-01,33514803.416093387,28279714.1446797,38945139.86422669
Cleanaway Waste Management Limited,Waste management services,3556,2028-05-01,33498761.899355832,27993782.22743503,39223192.348375484
Cleanaway Waste Management Limited,Waste management services,3556,2028-06-01,32341245.267267626,26829443.91751543,38126842.73633824
Cleanaway Waste Management Limited,Waste management services,3556,2028-07-01,32246582.609834645,26597774.155520197,37883332.83824305
Cleanaway Waste Management Limited,Waste management services,3556,2028-08-01,34733440.75197101,29212614.18067332,40610243.476042345
Cleanaway Waste Management Limited,Waste management services,3556,2028-09-01,35975152.23362136,30453919.267729294,41663556.11005123
Cleanaway Waste Management Limited,Waste management services,3556,2028-10-01,35582013.95589579,30376243.23082908,40973811.697379366
Cleanaway Waste Management Limited,Waste management services,3556,2028-11-01,31093762.89446582,26075530.527055327,36678567.3291208
Cleanaway Waste Management Limited,Waste management services,3556,2028-12-01,32093984.082143687,26696214.978328604,37645868.07081103
Cleanaway Waste Management Limited,Waste management services,3556,2029-01-01,25799547.08821113,20417665.33637429,31327685.90098448
Cleanaway Waste Management Limited,Waste management services,3556,2029-02-01,30971241.83296334,25621188.597294148,36612022.47450156
Cleanaway Waste Management Limited,Waste management services,3556,2029-03-01,32702206.63528919,27116338.262181383,38190313.46166898
Cleanaway Waste Management Limited,Waste management services,3556,2029-04-01,32503474.439406887,26915590.795619525,38011659.77733833
Cleanaway Waste Management Limited,Waste management services,3556,2029-05-01,33157930.79725067,27844494.91112111,38608884.511027895
Cleanaway Waste Management Limited,Waste management services,3556,2029-06-01,31654222.69724924,26255932.501830857,37042048.05372068
Cleanaway Waste Management Limited,Waste management services,3556,2029-07-01,32307649.941988744,27298831.84920289,37759858.600408494
Cleanaway Waste Management Limited,Waste management services,3556,2029-08-01,33791372.90638144,28577205.64094055,39612272.11486187
Cleanaway Waste Management Limited,Waste management services,3556,2029-09-01,35080879.35483152,29892794.357387125,40576589.038026266
Cleanaway Waste Management Limited,Waste management services,3556,2029-10-01,33445626.324743222,27815691.151129097,38421356.50579047
Cleanaway Waste Management Limited,Waste management services,3556,2029-11-01,31526150.94808095,26263791.96806148,37048647.94057321
Cleanaway Waste Management Limited,Waste management services,3556,2029-12-01,31572757.88723531,25934264.90770421,37135748.01324057
Cleanaway Waste Management Limited,Waste management services,3556,2030-01-01,25801530.81994987,20060723.06998178,31563944.47427717
Cleanaway Waste Management Limited,Waste management services,3556,2030-02-01,29688632.96598064,24555815.02742652,35329949.152197435
Cleanaway Waste Management Limited,Waste management services,3556,2030-03-01,31704957.06379328,26159173.977972347,37397310.10630356
Cleanaway Waste Management Limited,Waste management services,3556,2030-04-01,31505479.640627213,26058145.939189464,36815877.07882402
Cleanaway Waste Management Limited,Waste management services,3556,2030-05-01,32827140.87089549,27084174.14873795,38225603.97676093
Cleanaway Waste Management Limited,Waste management services,3556,2030-06-01,30973721.702278424,25724227.453905538,35953512.6495546
Cleanaway Waste Management Limited,Waste management services,3556,2030-07-01,32359057.88896217,27372132.940163225,37763057.13705432
Cleanaway Waste Management Limited,Waste management services,3556,2030-08-01,32827824.819637693,27087620.9398598,37946284.7294678
Cleanaway Waste Management Limited,Waste management services,3556,2030-09-01,34169761.2059055,28152066.86378872,39540566.521493495
Cleanaway Waste Management Limited,Waste management services,3556,2030-10-01,31332335.439607102,25877025.78969905,36603495.61144844
Cleanaway Waste Management Limited,Waste management services,3556,2030-11-01,31987196.191599216,26408908.73207682,37768130.36243194
Cleanaway Waste Management Limited,Waste management services,3556,2030-12-01,31047163.07837228,25513893.436947856,36705238.00964409
Cleanaway Waste Management Limited,Waste management services,3556,2031-01-01,25788110.30985993,20454652.5332452,31348413.034717105
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-01-01,29032982.86057449,24222431.356548715,34489644.6092496
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-02-01,34096392.40401307,28564107.846639518,39023856.451743565
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-03-01,36657580.57530809,31160380.311596297,41790120.98036511
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-04-01,34285146.42352501,28847607.02936798,39565416.53187284
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-05-01,35374652.28834012,29776628.046295997,40857238.00361866
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-06-01,34974927.05499496,29749878.2925393,40023193.83412004
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-07-01,34249884.970929794,28945023.06187277,39398506.77386914
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-08-01,35445321.92194877,29892987.230681784,40694084.03138774
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-09-01,32775032.32989613,27516959.028456908,38145575.23169159
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-10-01,37012518.00263721,31374610.708626717,42636692.1456978
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-11-01,34796238.60484676,29572326.49926408,40332279.38651156
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2025-12-01,35349794.706090614,29653837.88490065,40860644.83150728
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-01-01,30368983.911434516,24890380.154313624,36194179.94523183
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-02-01,33484964.25823427,27940749.788706686,38764364.07129149
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-03-01,35720329.722294986,30416978.599939883,41060869.445378855
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-04-01,33104706.4769316,27435396.519265383,38692200.17695229
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-05-01,33330654.359363064,27924380.166754257,39085419.84332692
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-06-01,35492377.13339116,30145715.495278068,41026727.0271352
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-07-01,32169848.241564285,26903939.26182761,37453001.120520175
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-08-01,35606982.09685149,30315018.432507917,40574567.07638975
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-09-01,33720023.17657022,28499201.821689013,38821545.38715752
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-10-01,34366357.54043307,28709182.81352141,39465527.968697496
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-11-01,33763184.053561464,28373835.15913073,39179212.61450308
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2026-12-01,33021329.190683525,27441016.90955565,38400495.32441409
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-01-01,31736471.90989612,26185168.105576035,37062356.36492016
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-02-01,32850469.094470236,27656597.83027887,38288877.26445555
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-03-01,34763113.53093745,29507444.313742947,40514043.49558392
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-04-01,31909393.213738717,26657561.121671785,37237020.73894308
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-05-01,31309390.02850255,25803346.008078884,36599211.33456328
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-06-01,36019523.32919547,30819214.180757426,41414590.328492165
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-07-01,30099466.01908301,25050414.951801386,35257704.05824272
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-08-01,35796515.77592135,30759357.922736045,40874287.86077625
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-09-01,34627294.903541625,28923044.346176587,39888802.243982606
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-10-01,31685647.4307532,26537134.98591653,37476525.14887689
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-11-01,32735478.95519043,27198161.379388098,38478285.18024932
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2027-12-01,30736532.76711151,25381972.25386895,35725187.28932633
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-01-01,33133203.332879543,27590009.1080389,38712379.9309306
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-02-01,32191941.52319323,26796252.666354302,37979916.95894103
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-03-01,34242065.321763754,28945586.071346376,39500055.92898627
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-04-01,32117332.31279836,26856861.78636067,37249406.596943446
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-05-01,34107594.84440225,28967465.246864192,39649482.03891084
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-06-01,31135487.12187781,25926612.195398297,36778331.20754941
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-07-01,33006278.68291445,27567005.235876188,38302074.12704898
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-08-01,31980354.971355025,26523337.801751837,37764312.01994971
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-09-01,28461686.75436301,23612168.839529783,34399156.81495077
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-10-01,36289752.48069076,31067536.2725057,41709097.62616196
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-11-01,32500805.737739194,26746134.72435373,37591237.18753453
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2028-12-01,34387982.477040455,29194045.80003361,39644461.89989656
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-01-01,25700210.35108051,20476113.873752173,31100812.41296801
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-02-01,30763549.826111164,25385218.961523145,36070472.79819877
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-03-01,33324674.70982856,28255246.146560904,38533028.6194131
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-04-01,30952170.487847257,25138376.392247297,36339189.83983448
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-05-01,32041608.54277918,26549440.887072217,37362479.87942982
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-06-01,31641813.24007172,26113238.42439142,36945123.66086962
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-07-01,30916703.346920524,25625123.70991788,36593411.12191284
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-08-01,32112070.23060829,26586415.677475117,37426759.50555181
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-09-01,29441710.57120212,24684785.31633242,34824408.53524939
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-10-01,33679128.43781552,28429818.490223788,39185877.57721002
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-11-01,31462778.971943032,26064595.51398108,37149966.17002561
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2029-12-01,32016267.2654061,26446673.76684633,37324309.54914647
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-01-01,27035386.403250758,21473127.82715977,32454330.74770982
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-02-01,30151296.68259228,24823842.391055707,35572125.65052481
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-03-01,32386598.859110206,27331186.95885608,38023824.17985618
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-04-01,29770905.54538505,24762820.623570573,35319474.07832193
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-05-01,29996785.62048542,24406160.45601344,34904527.72064715
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-06-01,32158438.326910697,26937701.816836003,37524859.375691324
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-07-01,28835841.627309896,23439716.80244904,34445084.82782599
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-08-01,32272905.414566983,27110477.685193345,37602810.95417536
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-09-01,30385876.42658041,24801175.84370442,35737698.39365707
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-10-01,31032142.98298552,25542460.040203303,36192372.40379264
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-11-01,30428899.42660394,24891649.07130053,35412858.21222803
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2030-12-01,29686976.75450012,23738850.33141409,35362053.010800704
Menzies International (Aust) Pty Ltd,Building cleaning services,3634,2031-01-01,28402049.40539174,23518049.318370324,33938080.047827795
National Protective Services Pty Ltd,Integrated security services,3686,2025-01-01,29335782.472798523,23907281.26812258,34498892.83659124
National Protective Services Pty Ltd,Integrated security services,3686,2025-02-01,33321010.077172607,28432238.43826459,38705403.332942896
National Protective Services Pty Ltd,Integrated security services,3686,2025-03-01,36509746.10580586,31280357.90058132,41301324.44364455
National Protective Services Pty Ltd,Integrated security services,3686,2025-04-01,34423503.247896284,29422208.36055166,39816781.55532209
National Protective Services Pty Ltd,Integrated security services,3686,2025-05-01,36752558.14384291,31770858.71281874,42115226.2559891
National Protective Services Pty Ltd,Integrated security services,3686,2025-06-01,33863450.430384174,28898418.82534717,39206574.958625965
National Protective Services Pty Ltd,Integrated security services,3686,2025-07-01,35318313.91494182,29786634.361882143,40839611.2926715
National Protective Services Pty Ltd,Integrated security services,3686,2025-08-01,33260893.74304598,28472621.837580025,38328286.4835565
National Protective Services Pty Ltd,Integrated security services,3686,2025-09-01,36315825.598155975,31135938.15604508,42097399.02733768
National Protective Services Pty Ltd,Integrated security services,3686,2025-10-01,35480356.68571869,30349407.37644181,40902754.78178396
National Protective Services Pty Ltd,Integrated security services,3686,2025-11-01,35367733.37267925,30092192.234385327,40509451.71998832
National Protective Services Pty Ltd,Integrated security services,3686,2025-12-01,36737889.3903282,31562495.87223371,42036123.90313002
National Protective Services Pty Ltd,Integrated security services,3686,2026-01-01,29829614.666889485,24905534.48888261,35072231.13706816
National Protective Services Pty Ltd,Integrated security services,3686,2026-02-01,32992021.221153397,27706929.54614753,38451368.47888618
National Protective Services Pty Ltd,Integrated security services,3686,2026-03-01,34384186.83077551,29253898.123174246,39697909.563363545
National Protective Services Pty Ltd,Integrated security services,3686,2026-04-01,33794506.18200607,28038623.386553276,39034699.53742837
National Protective Services Pty Ltd,Integrated security services,3686,2026-05-01,36604316.84988112,31603215.03025521,42029131.85914295
National Protective Services Pty Ltd,Integrated security services,3686,2026-06-01,33187152.861406013,28065723.008412607,38437958.73303036
